Timestamp,Velocity,Extension
1773505122.7049518,1286.0861051047202,388.28537346905046
1773505130.3662486,1639.4466870065914,131.09091549379002
1773505130.4277194,975.5867227618851,104.12207378841434
1773505130.4759831,1676.2612786778702,103.23342784679777
1773505130.604342,4935.724559086265,257.6495697284395
1773505130.7168005,2969.884878973603,100.35966570291075
1773505130.780207,745.4554510827754,104.22766547323221
1773505130.9066036,5214.55397796923,315.2813475691196
1773505130.9675891,4865.245017328137,124.08315319272798
1773505131.1434834,1659.134279886222,310.69443388963373
1773505131.3337245,1041.3020360777282,178.29092326956103
1773505131.4537833,806.6435578807949,141.07811721259253
1773505131.5069814,660.3306642679624,145.50409412195245
1773505131.6129124,2175.0575817461745,136.30320062272932
1773505131.6763847,1492.7947346497301,160.03160088323182
1773505131.9166136,684.5049836453738,92.8827438309318
1773505131.9802368,2018.228392271522,120.37514602794882
1773505132.045072,3013.50144598057,205.16268554262615
1773505132.0928338,1103.0023547489818,248.0494217388946
1773505132.2209344,1348.8747847182299,328.1152439025807
1773505132.2845902,728.3389532611164,364.683767118856
1773505136.2364423,723.6864309198984,341.8836150651271
1773505136.3014095,769.2179084404327,357.8805666699437
1773505136.781598,787.4611164066927,346.6488902693906
1773505137.3797927,632.2448689854056,367.28161028017723
1773505138.0934744,711.487715295474,364.4961044459186
1773505138.8124528,616.2332155054885,365.2397543053056
1773505139.6601753,622.4740624300542,388.01709450100265
1773505140.3166714,598.2704850164858,373.6875574928874
1773505141.2128413,799.2841159074857,312.96270744291564
1773505141.2769582,857.862810083979,362.33660110455304
1773505141.8206062,759.4948317143261,373.45636458627934
1773505142.4145095,519.8587828198687,338.93237710493224
1773505142.5399885,574.0441486646777,392.30180107284747
1773505143.3724852,516.0328280968156,371.8544111947578
1773505143.5642245,571.4358235173335,358.95355723268716
1773505143.6759734,600.2471758699187,403.42209982225813
1773505143.7408972,510.8781534329568,363.2053697634439
1773505147.3405392,512.2863068277228,366.3731021786397
1773505147.4533424,1871.1384060751006,307.76728728862656
1773505147.5173883,1028.5813283010825,372.31465607064143
1773505147.5826209,996.503762415937,314.97889314206435
1773505147.645615,1017.5188061898084,367.65466558307133
1773505149.8049417,515.2641654201697,214.34778435115675
1773505150.33397,718.8649962730019,349.20948673396606
1773505150.5249052,1478.5641391933593,348.5126712635424
1773505150.7650392,1210.9600159203465,361.8092178983974
1773505150.812753,638.761422560095,326.4032506444291
1773505150.8768325,2097.004654014529,379.19390241009944
1773505150.9405158,1525.239548656539,451.6128053726583
1773505151.004784,1244.4737784872357,393.038503998018
1773505151.0538802,3767.398321471578,270.99285451329825
